ID_BANDA,BANDA,CLAVE_BANDA,HERMANDAD,TITULAR,ANIO,FUENTE,NOTA,LOCALIDAD
,Agrupación Musical Santí simo Cristo de Gracia,agrupacion musical santi simo cristo de gracia,Prendimiento,El Prendimiento,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Coronación de Espinas,banda de cornetas y tambores coronacion de espinas,Perdón,El Perdón,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno (El Arahal),banda de cornetas y tambores nuestro padre jesus nazareno el arahal,Calvario,El Calvario,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Nuestra Señora de la Salud,banda de cornetas y tambores nuestra senora de la salud,Paz y Esperanza,Jesús de la Humildad y Paciencia,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Caído y Fuensanta,banda de cornetas y tambores caido y fuensanta,Misericordia,Cristo de la Misericordia,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Agrupación Musical Santo Tomás de Villanueva (Ciudad Real),agrupacion musical santo tomas de villanueva ciudad real,Pasión,Jesús de la Pasión,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores de la Coronación de Espinas,banda de cornetas y tambores de la coronacion de espinas,Caridad,Cristo de la Caridad,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores Caído y Fuensanta,banda de cornetas y tambores caido y fuensanta,Caído,Jesús Caído,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Agrupación Musical Nuestro Padre Jesús de la Fe en su Sagrada Cena,agrupacion musical nuestro padre jesus de la fe en su sagrada cena,Sagrada Cena,Jesús de la Fe,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y tambores Caído y Fuensanta,banda de cornetas y tambores caido y fuensanta,Descendimiento,Cristo del Descendimiento,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Agrupación Musical San Miguel Arcángel (Puertollano),agrupacion musical san miguel arcangel puertollano,Conversión,Cristo de la Conversión,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Banda de Cornetas y Tambores de la Coronación de Espinas,banda de cornetas y tambores de la coronacion de espinas,Dolores,Cristo de la Clemencia,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
,Agrupación Musical Santí simo Cristo de Gracia,agrupacion musical santi simo cristo de gracia,Resucitado,El Resucitado,2022,Paso a Paso (Canal Sur) Cordoba 2022,,Córdoba
