ANIO,DIA,HERMANDAD,PASO,BANDA
2023,Jueves Santo,Salesianos,Música palio,Banda y Unidad de Música Ángeles de Granada
2023,Jueves Santo,Aurora,Música misterio,Banda de Cornetas y Tambores de Nuestro Padre Jesús Despojado de sus Vestiduras |
2023,Jueves Santo,Aurora,Música palio,Asociación Musical San Isidro de Armilla
2023,Jueves Santo,Estrella,Música Señor,Agrupación Musical María Santísima de la Estrella |
2023,Jueves Santo,Estrella,Música palio,Banda de Música Nuestra Señora de Los Dolores
2023,Jueves Santo,Silencio,Música,un tambor ronco al inicio del cortejo
2023,Viernes Santo,Escolapios,Música Cristo,Banda de Cornetas y Tambores Cristo de la Expiración de Granada |
2023,Viernes Santo,Escolapios,Música palio,Asociación Musical San Isidro de Armilla
2023,Viernes Santo,Ferroviarios,Música Cristo,Banda de Cornetas y Tambores de Nuestro Padre Jesús Despojado de sus Vestiduras |
2023,Viernes Santo,Ferroviarios,Música palio,Banda y Unidad de Música Ángeles de Granada
2023,Viernes Santo,Los Favores,Música Cristo,Agrupación Musical Nuestro Padre Jesús de la Pasión de Linares |
2023,Viernes Santo,Los Favores,Música palio,Banda de Música María Santísima de la Esperanza de Córdoba
2023,Viernes Santo,Santo Sepulcro,Música sepulcro,Capilla musical Granamusic |
2023,Viernes Santo,Santo Sepulcro,Música virgen,Capilla musical Granamusic
2023,Viernes Santo,Soledad de San Jerónimo,Música Señor,Capilla musical Granamusic |
2023,Viernes Santo,Soledad de San Jerónimo,Música Virgen,Agrupación Músico Cultural San Sebastián de Padul
2023,Sábado Santo,Alhambra,Música cruz guía,Banda de Cornetas y Tambores de Nuestro Padre Jesús Despojado de sus Vestiduras |
2023,Sábado Santo,Alhambra,Música Virgen,Banda de Música Virgen del Castillo de Lebrija
2023,Domingo de Resurrección,Facundillos,Música,Agrupación Musical Dulce Nombre de Jesús
2023,Domingo de Resurrección,Resurrección y Triunfo,Música misterio,Agrupación Musical María Santísima de la Estrella |
2023,Domingo de Resurrección,Resurrección y Triunfo,Música Palio,Banda Musical Dos Torres de Córdoba
2023,Domingo de Resurrección,Resucitado y Alegría,Música,Banda de Cornetas y Tambores de Nuestro Padre Jesús Despojado de sus Vestiduras
