ANIO,DIA,HERMANDAD,PASO,BANDA
2022,Jueves Santo,Estrella,Música Señor,Agrupación Musical María Santísima de la Estrella
2022,Jueves Santo,Estrella,Música palio,Banda de Música Nuestra Señora de Los Dolores
2022,Jueves Santo,Silencio,Música,un tambor ronco al inicio del cortejo
2022,Viernes Santo,Soledad a las 3 de la tarde,Música Virgen,Capilla musical
2022,Viernes Santo,Escolapios,Música Cristo,Banda de Cornetas y Tambores del Cristo de la Expiración
2022,Viernes Santo,Escolapios,Música palio,Asociación Musical San Isidro de Armilla
2022,Viernes Santo,Ferroviarios,Música Cristo,Banda de Cornetas y Tambores Nuestro Padre Jesús Despojado de sus Vestiduras
2022,Viernes Santo,Ferroviarios,Música palio,Banda y Unidad de Música Ángeles de Granada
2022,Viernes Santo,Los Favores,Música Cristo,Agrupación Musical Nuestro Padre Jesús de la Pasión de Linares
2022,Viernes Santo,Los Favores,Música palio,Banda de Música Nuestra Señora de la Victoria
2022,Viernes Santo,Santo Sepulcro,Música sepulcro,Capilla musical
2022,Viernes Santo,Santo Sepulcro,Música Virgen,Banda Municipal de Granada
2022,Viernes Santo,Soledad de San Jerónimo,Música Jesús del Descendimiento,Capilla musical
2022,Viernes Santo,Soledad de San Jerónimo,Música Virgen,Asociación Músico Cultural de San Sebastián de Padul
2022,Sábado Santo,Alhambra,Música Cruz de guía,Banda de Cornetas y Tambores Nuestro Padre Jesús Despojado de sus Vestiduras
2022,Sábado Santo,Alhambra,Música Virgen,Banda de Música Virgen del Castillo de Lebrija
2022,Domingo de Resurrección,Facundillos,Música,Agrupación Musical del Dulce Nombre de Jesús
2022,Domingo de Resurrección,Resurrección y Triunfo,Música misterio,Agrupación Musical Virgen de la Estrella
2022,Domingo de Resurrección,Resurrección y Triunfo,Música palio,Banda de Música Dos Torres de Córdoba
2022,Domingo de Resurrección,Resucitado y Alegría,Música,Banda de Cornetas y Tambores Nuestro Padre Jesús Despojado de sus Vestiduras
