ANIO,PAG,DIA,HERMANDAD,PASO,BANDA
2022,16,DOMINGO DE RAMOS,La Hiniesta,Primer Paso,Agrupación musical Santa María Magdalena de Arahal
2022,16,DOMINGO DE RAMOS,La Hiniesta,Segundo Paso,Banda Municipal de Mairena del Alcor
2022,18,DOMINGO DE RAMOS,San Roque,Cruz de Guia,Banda de Cornetas y Tambores Pasión de Cristo
2022,18,DOMINGO DE RAMOS,San Roque,Primer Paso,Banda de Cornetas y Tambores Esencia
2022,18,DOMINGO DE RAMOS,San Roque,Segundo Paso,Banda de la Cruz Roja
2022,18,DOMINGO DE RAMOS,La Estrella,Cruz de Guia,Banda juvenil de la Centuria Romana Macarena
2022,18,DOMINGO DE RAMOS,La Estrella,Primer Paso,Banda de la Presentación al Pueblo (Dos Hermanas)
2022,18,DOMINGO DE RAMOS,La Estrella,Segundo Paso,Banda de la Oliva de Salteras
2022,19,DOMINGO DE RAMOS,La Amargura,Primer Paso,Banda de las Tres Caídas de Triana
2022,19,DOMINGO DE RAMOS,La Amargura,Segundo Paso,Sociedad Filarmónica del Carmen de Salteras
2022,19,DOMINGO DE RAMOS,El Amor,Primer Paso,No lleva
2022,19,DOMINGO DE RAMOS,El Amor,Segundo Paso,Banda de música de la Virgen de la Victoria de las Cigarreras
2022,22,DOMINGO DE RAMOS,San Pablo,Cruz de Guia,Banda Pasión de Cristo
2022,22,DOMINGO DE RAMOS,San Pablo,Primer Paso,Cristo de las Tres Caídas (ida) y San Juan Evangelista (vuelta)
2022,22,DOMINGO DE RAMOS,San Pablo,Segundo Paso,Banda de María Santísima de la Victoria (ida) y Virgen del Castillo de Lebrija (vuelta)
2022,22,DOMINGO DE RAMOS,La Redención,Cruz de Guia,Agrupación musical Virgen del Rocío
2022,22,DOMINGO DE RAMOS,La Redención,Primer Paso,Agrupación musical Nuestro Padre Jesús de la Redención
2022,22,DOMINGO DE RAMOS,La Redención,Segundo Paso,Banda de la Cruz Roja
2022,23,DOMINGO DE RAMOS,Santa Genoveva,(prosa),Agrupación musical Virgen de las Angustias
2022,23,DOMINGO DE RAMOS,Santa Genoveva,Primer Paso,Agrupación musical la Pasión de Linares
2022,23,DOMINGO DE RAMOS,Santa Genoveva,Segundo Paso,Carmen del Salteras
2022,24,DOMINGO DE RAMOS,Santa Marta,Primer Paso,Banda de cornetas y tambores de las Cigarreras
2022,24,DOMINGO DE RAMOS,Santa Marta,Segundo Paso,Banda de Santa Ana de dos Hermanas
2022,24,DOMINGO DE RAMOS,San Gonzalo,(prosa),No lleva
2022,26,DOMINGO DE RAMOS,Vera Cruz,Primer Paso,Grupo vocal De profundis y la Capilla Calvarium
2022,26,DOMINGO DE RAMOS,Vera Cruz,Segundo Paso,Capilla Musical Gólgota
2022,26,DOMINGO DE RAMOS,Las Penas,Primer Paso,De capilla
2022,26,DOMINGO DE RAMOS,Las Penas,Segundo Paso,Banda del Maestro Tejera
2022,27,DOMINGO DE RAMOS,Las Aguas,Cruz de Guia,Banda juvenil de la Centuria Macarena
2022,27,DOMINGO DE RAMOS,Las Aguas,Primer Paso,Banda de cornetas y tambores de Rosario de Cádiz
2022,27,DOMINGO DE RAMOS,Las Aguas,Segundo Paso,Banda municipal de Mairena del Alcor
2022,27,DOMINGO DE RAMOS,El Museo,Primer Paso,No lleva
2022,27,DOMINGO DE RAMOS,El Museo,Segundo Paso,La Oliva de Salteras
2022,30,DOMINGO DE RAMOS,El Cerro del Águila,Cruz de Guia,Agrupación musical Santa María de la Esperanza (Fraternitas)
2022,30,DOMINGO DE RAMOS,El Cerro del Águila,Primer Paso,Banda del Nazareno de Huelva
2022,30,DOMINGO DE RAMOS,El Cerro del Águila,Segundo Paso,Banda de cornetas y tambores del Sol
2022,30,DOMINGO DE RAMOS,San Esteban,Cruz de Guia,Agrupación musical Santa Cecilia
2022,30,DOMINGO DE RAMOS,San Esteban,Primer Paso,Agrupación musical Virgen de los Reyes
2022,30,DOMINGO DE RAMOS,San Esteban,Segundo Paso,Banda de música de las Cigarreras
2022,32,DOMINGO DE RAMOS,La Candelaria,Cruz de Guia,Juvenil de las Tres Caídas
2022,32,DOMINGO DE RAMOS,La Candelaria,Primer Paso,Banda de las Tres Caídas
2022,32,DOMINGO DE RAMOS,La Candelaria,Segundo Paso,Banda de la Cruz Roja
2022,32,DOMINGO DE RAMOS,San Benito,(prosa),Agrupación musical Virgen de las Angustias
2022,32,DOMINGO DE RAMOS,San Benito,Primer Paso,Agrupación musical de la Encarnación
2022,32,DOMINGO DE RAMOS,San Benito,Segundo Paso,Banda del Cristo de la Sangre
2022,32,DOMINGO DE RAMOS,San Benito,Tercer Paso,Banda municipal de la Puebla del Río
2022,34,DOMINGO DE RAMOS,El Dulce Nombre,Primer Paso,Banda de las Cigarreras
2022,34,DOMINGO DE RAMOS,El Dulce Nombre,Segundo Paso,La Oliva de Salteras
2022,34,DOMINGO DE RAMOS,Los Javieres,Primer Paso,No lleva
2022,34,DOMINGO DE RAMOS,Los Javieres,Segundo Paso,Julián Cerdán de Sanlúcar de Barrameda
2022,35,DOMINGO DE RAMOS,Los Estudiantes,Primer Paso,No lleva
2022,35,DOMINGO DE RAMOS,Los Estudiantes,Segundo Paso,Virgen del Águila de Alcalá de Guadaira
2022,35,DOMINGO DE RAMOS,Santa Cruz,Primer Paso,De capilla
2022,35,DOMINGO DE RAMOS,Santa Cruz,Segundo Paso,Banda del Maestro Tejera
2022,38,DOMINGO DE RAMOS,El Carmen,Primer Paso,Agrupación musical la Pasión de Linares
2022,38,DOMINGO DE RAMOS,El Carmen,Segundo Paso,Banda de la Soledad de Cantillana
2022,38,DOMINGO DE RAMOS,La Sed,(prosa),Banda de Cornetas y Tambores Cristo de la Sed. El Cristo de la Sed fue tallado por Luis Álvarez Duarte en 1970. Capataz: Ricardo López Almansa
2022,38,DOMINGO DE RAMOS,La Sed,(prosa),Rosario de Cádiz
2022,38,DOMINGO DE RAMOS,La Sed,Segundo Paso,La Oliva de Salteras (ida) y municipal de Mairena del Alcor (vuelta)
2022,39,DOMINGO DE RAMOS,San Bernardo,Primer Paso,Banda de la Presentación al Pueblo de Dos Hermanas
2022,39,DOMINGO DE RAMOS,San Bernardo,Segundo Paso,Banda de la Cruz Roja
2022,40,DOMINGO DE RAMOS,El Buen Fin,Primer Paso,Centuria Romana Macarena
2022,40,DOMINGO DE RAMOS,El Buen Fin,Segundo Paso,Las Nieves de Olivares
2022,40,DOMINGO DE RAMOS,La Lanzada,(prosa),Juvenil de las Tres Caídas
2022,40,DOMINGO DE RAMOS,La Lanzada,Primer Paso,Banda de las Tres Caídas
2022,40,DOMINGO DE RAMOS,La Lanzada,Segundo Paso,Banda de música de las Cigarreras
2022,42,MIERCOLES SANTO,El Baratillo,Cruz de Guia,Banda Sagrada Columna y Azotes
2022,42,MIERCOLES SANTO,El Baratillo,Primer Paso,Banda de cornetas y tambores del Sol
2022,42,MIERCOLES SANTO,El Baratillo,Segundo Paso,El Carmen de Salteras
2022,42,MIERCOLES SANTO,El Cristo de Burgos,Primer Paso,De capilla
2022,42,MIERCOLES SANTO,El Cristo de Burgos,Segundo Paso,Banda del Maestro Tejera
2022,43,MIERCOLES SANTO,Las Siete Palabras,Primer Paso,Quinteto de metales de la agrupación musical Virgen de los Reyes
2022,43,MIERCOLES SANTO,Las Siete Palabras,Segundo Paso,Banda Esencia
2022,43,MIERCOLES SANTO,Las Siete Palabras,Tercer Paso,Banda del Carmen de Villalba del Alcor
2022,43,MIERCOLES SANTO,Los Panaderos,Primer Paso,Banda de cornetas y tambores de las Cigarreras
2022,43,MIERCOLES SANTO,Los Panaderos,Segundo Paso,Banda Santa Ana (Dos Hermanas)
2022,46,MIERCOLES SANTO,Los Negritos,Primer Paso,De capilla
2022,46,MIERCOLES SANTO,La Exaltación,Primer Paso,Banda del Paso y la Esperanza de Málaga
2022,46,MIERCOLES SANTO,La Exaltación,Segundo Paso,Banda municipal de Arahal
2022,48,MIERCOLES SANTO,Las Cigarreras,Cruz de Guia,Banda Sagrada Columna y Azotes
2022,48,MIERCOLES SANTO,Las Cigarreras,Primer Paso,Banda de las Cigarreras
2022,48,MIERCOLES SANTO,Las Cigarreras,Segundo Paso,Banda de música de las Cigarreras
2022,48,MIERCOLES SANTO,Montesión,Cruz de Guia,Agrupación Santa María de la Esperanza (Fraternitas)
2022,48,MIERCOLES SANTO,Montesión,Primer Paso,Agrupación musical de la Redención
2022,48,MIERCOLES SANTO,Montesión,Segundo Paso,Banda de la Cruz Roja
2022,50,MIERCOLES SANTO,La Quinta Angustia,(prosa),Banda del Carmen de Villalba del Alcor
2022,50,MIERCOLES SANTO,El Valle,Primer Paso,Capilla musical y niños cantores
2022,50,MIERCOLES SANTO,El Valle,Segundo Paso,No lleva
2022,50,MIERCOLES SANTO,El Valle,Tercer Paso,Banda del Maestro Tejera
2022,51,MIERCOLES SANTO,Pasión,Primer Paso,No lleva. La Virgen de la Merced es de Sebastián Santos en 1965 y San Juan es de Gabriel de Astorga en 1862. Capataz: Antonio Laguillo
2022,51,MIERCOLES SANTO,Pasión,Primer Paso,la Oliva de Salteras
2022,54,MADRUGADA,El Silencio,Primer Paso,De capilla
2022,54,MADRUGADA,El Silencio,Segundo Paso,De capilla
2022,54,MADRUGADA,Gran Poder,Primer Paso,No lleva
2022,54,MADRUGADA,Gran Poder,Segundo Paso,No lleva
2022,56,MADRUGADA,La Macarena,Primer Paso,Banda de la Centuria Romana Macarena
2022,56,MADRUGADA,El Calvario,Primer Paso,Luis Gómez Caminero
2022,56,MADRUGADA,El Calvario,Primer Paso,No lleva
2022,56,MADRUGADA,El Calvario,Segundo Paso,No lleva
2022,57,MADRUGADA,La Esperanza de Triana,(prosa),Banda de San Juan Evangelista
2022,57,MADRUGADA,La Esperanza de Triana,Primer Paso,Banda del Cristo de las Tres Caídas
2022,57,MADRUGADA,La Esperanza de Triana,Segundo Paso,Banda de música de las Cigarreras
2022,57,MADRUGADA,Los Gitanos,Cruz de Guia,Agrupación musical Virgen de las Angustias
2022,57,MADRUGADA,Los Gitanos,Primer Paso,Agrupación musical Nuestro Padre Jesús de la Salud
2022,57,MADRUGADA,Los Gitanos,Segundo Paso,Las Nieves de Olivares
2022,60,MADRUGADA,La Carretería,Primer Paso,Banda de las Cigarreras
2022,60,MADRUGADA,La Carretería,Segundo Paso,Julián Cerdán de Sanlúcar de Barrameda
2022,60,MADRUGADA,La Soledad,(prosa),Banda municipal de Mairena del Alcor
2022,61,MADRUGADA,El Cachorro,Primer Paso,Banda de la Presentación al Pueblo de Dos Hermanas
2022,61,MADRUGADA,El Cachorro,Segundo Paso,La Oliva de Salteras
2022,62,MADRUGADA,La O,Primer Paso,Banda del Sol
2022,62,MADRUGADA,La O,Segundo Paso,El Carmen de Salteras
2022,62,MADRUGADA,San Isidoro,Primer Paso,No lleva
2022,62,MADRUGADA,San Isidoro,Segundo Paso,No lleva
2022,63,MADRUGADA,Montserrat,Primer Paso,Banda de las Tres Caídas
2022,63,MADRUGADA,Montserrat,Segundo Paso,Banda del maestro Tejera
2022,63,MADRUGADA,La Mortaja,(prosa),Capilla musical y Escolanía Salesiana María Auxiliadora
2022,66,MADRUGADA,El Sol,Cruz de Guia,Agrupación musical Santa María de la Esperanza (Fraternitas)
2022,66,MADRUGADA,El Sol,Primer Paso,Banda del Sol
2022,66,MADRUGADA,El Sol,Segundo Paso,Banda de música de Nuestra Señora del Sol
2022,66,MADRUGADA,Los Servitas,Primer Paso,Banda de la Soledad de Cantillana
2022,66,MADRUGADA,Los Servitas,Segundo Paso,Banda de Música de Coria del Río
2022,66,MADRUGADA,La Trinidad,Cruz de Guia,Banda Columna y Azotes
2022,66,MADRUGADA,La Trinidad,Primer Paso,Banda de las Cigarreras
2022,66,MADRUGADA,La Trinidad,Segundo Paso,Banda de las Tres Caídas
2022,66,MADRUGADA,La Trinidad,Tercer Paso,Banda de la Oliva de Salteras
2022,67,MADRUGADA,El Santo Entierro,Primer Paso,capilla musical
2022,67,MADRUGADA,El Santo Entierro,Segundo Paso,Coral polifónica y Banda sinfónica municipal de Sevilla
2022,67,MADRUGADA,El Santo Entierro,Tercer Paso,Unidad de Música del Cuartel General de la Fuerza Terrestre
2022,67,MADRUGADA,La Soledad,(prosa),No lleva
2022,69,MADRUGADA,La Resurrección,Cruz de Guia,Agrupación musical Virgen de las Angustias
2022,69,MADRUGADA,La Resurrección,Primer Paso,Agrupación musical Virgen de los Reyes
2022,69,MADRUGADA,La Resurrección,Segundo Paso,Banda de música de las Cigarreras
