hermandad,titular,anio,valor_2019,valor_2026
La Mision,,1992,CCTT Cristo de la Sed,B. Stmo. Cristo de la Sed
La Mision,,1993,CCTT Cristo de la Sed,B. Stmo. Cristo de la Sed
La Mision,,1994,CCTT Cristo de la Sed,B. Stmo. Cristo de la Sed
La Mision,,1995,CCTT Cristo de la Sed,B. Stmo. Cristo de la Sed
La Mision,,1996,CCTT Ntra. Sra. de la Salud de Utrera,B. Ntra. Sra. de la Salud de Utrera
La Mision,,1997,CCTT San Francisco Javier,B. de S. Francisco Javier
La Mision,,1998,CCTT Cristo de la Exaltacion,C y T Cristo de la Exaltación
La Mision,,1999,CCTT Cristo de la Exaltacion,C y T Cristo de la Exaltación
La Mision,,2000,CCTT Cristo de la Exaltacion,C y T Cristo de la Exaltación
La Mision,,2001,CCTT Cristo de la Exaltacion,C y T Cristo de la Exaltación
La Mision,,2002,CCTT Cristo de la Exaltacion,C y T Cristo de la Exaltación
La Mision,,2003,CCTT Sol,C y T Ntra. Sra. del Sol
La Mision,,2004,CCTT Sol,C y T Ntra. Sra. del Sol
La Mision,,2005,CCTT Sol,C y T Ntra. Sra. del Sol
La Mision,,2006,CCTT Sol,C y T Ntra. Sra. del Sol
La Mision,,2007,CCTT Sol,C y T Ntra. Sra. del Sol
La Mision,,2008,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
La Mision,,2009,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
La Mision,,2010,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
La Mision,,2011,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
La Mision,,2012,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
La Mision,,2013,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
La Mision,,2014,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
La Mision,,2015,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
La Mision,,2016,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
La Mision,,2017,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
La Mision,,2018,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
La Mision,,2019,CCTT Las Cigarreras,"CyT Ntra Sra de la Victoria ""Cigarreras"""
Padre Pio,Paso de Cristo,1996,AM Maria Inmaculada (Castilleja de la Cuesta),A. M. María Inmaculada (Castilleja de la Cuesta)
Padre Pio,Paso de Cristo,1997,AM Ma Stma. de la Paz,A. M. Mª Stma. de la Paz
Padre Pio,Paso de Cristo,1998,CCTT Cristo de la Sangre,B. Stmo. Cristo de la Sangre
Padre Pio,Paso de Cristo,1999,CCTT Virgen de Gracia (Carmona),B. Virgen de Gracia (Carmona)
Padre Pio,Paso de Cristo,2000,AM de San Juan de Aznalfarache,A. M. de San Juan de Aznalfarache
Padre Pio,Paso de Cristo,2001,AM de San Juan de Aznalfarache,A. M. de San Juan de Aznalfarache
Padre Pio,Paso de Cristo,2002,CCTT Veracruz (Los Palacios),B. Veracruz (Los Palacios)
Padre Pio,Paso de Cristo,2003,CCTT Veracruz (Los Palacios),B. Veracruz (Los Palacios)
Padre Pio,Paso de Cristo,2004,CCTT Veracruz (Los Palacios),B. Veracruz (Los Palacios)
Padre Pio,Paso de Cristo,2005,CCTT Presentacion al Pueblo de Dos Hermanas,B. Presentación al Pueblo de Dos Hermanas
Padre Pio,Paso de Cristo,2006,CCTT Presentacion al Pueblo de Dos Hermanas,B. Presentación al Pueblo de Dos Hermanas
Padre Pio,Paso de Cristo,2007,CCTT Presentacion al Pueblo de Dos Hermanas,B. Presentación al Pueblo de Dos Hermanas
Padre Pio,Paso de Cristo,2008,CCTT Presentacion al Pueblo de Dos Hermanas,B. Presentación al Pueblo de Dos Hermanas
Padre Pio,Paso de Cristo,2009,CCTT Presentacion al Pueblo de Dos Hermanas,B. Presentación al Pueblo de Dos Hermanas
Padre Pio,Paso de Cristo,2010,CCTT Ntro. Padre Jesus de la Humildad,CyT Ntro. Padre Jesús de la Humildad
Padre Pio,Paso de Cristo,2011,CCTT Ntro. Padre Jesus de la Humildad,CyT Ntro. Padre Jesús de la Humildad
Padre Pio,Paso de Cristo,2012,CCTT Ntro. Padre Jesus de la Humildad,CyT Ntro. Padre Jesús de la Humildad
Padre Pio,Paso de Cristo,2013,CCTT Ntro. Padre Jesus de la Humildad,CyT Ntro. Padre Jesús de la Humildad
San Jose Obrero,Paso de Cristo,2013,AM Los Gitanos,"AM Nuestro Padre Jesús de la Salud ""Gitanos"""
San Jose Obrero,Paso de Cristo,2014,AM Los Gitanos,"AM Nuestro Padre Jesús de la Salud ""Gitanos"""
San Jose Obrero,Paso de Cristo,2015,AM Los Gitanos,"AM Nuestro Padre Jesús de la Salud ""Gitanos"""
San Jose Obrero,Paso de Cristo,2016,AM Los Gitanos,"AM Nuestro Padre Jesús de la Salud ""Gitanos"""
San Jose Obrero,Paso de Cristo,2017,AM Los Gitanos,"AM Nuestro Padre Jesús de la Salud ""Gitanos"""
San Jose Obrero,Paso de Cristo,2018,AM Los Gitanos,"AM Nuestro Padre Jesús de la Salud ""Gitanos"""
San Jose Obrero,Paso de Cristo,2019,AM Los Gitanos,"AM Nuestro Padre Jesús de la Salud ""Gitanos"""
Divino Perdon de Alcosa,Paso de Cristo,2001,CCTT Juvenil Tres Caidas,B. Juvenil Stmo. Cristo de las Tres Caídas
Divino Perdon de Alcosa,Paso de Cristo,2002,CCTT Stmo. Cristo de la Sed,B. Stmo. Cristo de la Sed
Divino Perdon de Alcosa,Paso de Cristo,2003,CCTT Stmo. Cristo de la Sed,B. Stmo. Cristo de la Sed
Divino Perdon de Alcosa,Paso de Cristo,2004,AM Ntro. Padre Jesus de la Salud,A. M. Ntro. Padre Jesús de la Salud
Divino Perdon de Alcosa,Paso de Cristo,2005,AM Ntro. Padre Jesus de la Salud,A. M. Ntro. Padre Jesús de la Salud
Divino Perdon de Alcosa,Paso de Cristo,2006,AM Ntro. Padre Jesus de la Salud,A. M. Ntro. Padre Jesús de la Salud
Divino Perdon de Alcosa,Paso de Cristo,2007,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2008,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2009,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2010,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2011,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2012,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2013,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2014,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2015,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2016,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2017,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2018,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
Divino Perdon de Alcosa,Paso de Cristo,2019,AM Ntra. Sra. de la Estrella (Dos Hermanas),A. M. Ntra. Sra. de la Estrella (Dos Hermanas)
La Hiniesta,Paso de Cristo,1980,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1981,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1982,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1983,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1984,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1985,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1986,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1987,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1988,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1989,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1990,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1991,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1992,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1993,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1994,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1995,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1996,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1997,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1998,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,1999,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2000,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2001,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2002,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2003,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2004,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2005,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2006,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2007,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2008,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2009,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2010,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2011,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2012,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2013,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2014,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2015,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2016,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2017,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2018,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
La Hiniesta,Paso de Cristo,2019,AM Santa Maria Magdalena de Arahal,AM Sta. Mª Magdalena (Arahal)
San Roque,Paso de Cristo,1980,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1981,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1982,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1983,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1984,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1985,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1986,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1987,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1988,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1989,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1990,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1991,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1992,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1993,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1994,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1995,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1996,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1997,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1998,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,1999,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2000,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2001,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2002,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2003,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2004,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2005,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2006,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2007,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2008,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2009,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2010,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2011,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2012,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2013,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2014,CCTT Centuria Macarena,B. Centuria Macarena
San Roque,Paso de Cristo,2015,CCTT Centuria Macarena,CyT Esencia
San Roque,Paso de Cristo,2016,CCTT Esencia,CyT Esencia
San Roque,Paso de Cristo,2017,CCTT Esencia,CyT Esencia
San Roque,Paso de Cristo,2018,CCTT Esencia,CyT Esencia
San Roque,Paso de Cristo,2019,CCTT Esencia,CyT Esencia
San Pablo,Paso de Palio,2009,BM Castillo de Lebrija (Salida hasta el Salvador) y BM Cruz Roja (Salvador hasta Entrada),B. Castillo de Lebrija (ida) y B. Cruz Roja (vuelta)
San Pablo,Paso de Palio,2010,BM Castillo de Lebrija (Salida hasta el Salvador) y BM Cruz Roja (Salvador hasta Entrada),B. Castillo de Lebrija (ida) y B. Cruz Roja (vuelta)
San Pablo,Paso de Palio,2011,BM Castillo de Lebrija (Salida hasta el Salvador) y BM Cruz Roja (Salvador hasta Entrada),B. Castillo de Lebrija (ida) y B. Cruz Roja (vuelta)
San Pablo,Paso de Palio,2012,BM Castillo de Lebrija (Salida hasta el Salvador) y BM Cruz Roja (Salvador hasta Entrada),B. Castillo de Lebrija (ida) y B. Cruz Roja (vuelta)
San Pablo,Paso de Palio,2013,BM Castillo de Lebrija (Salida hasta el Salvador) y BM Cruz Roja (Salvador hasta Entrada),B. Castillo de Lebrija (ida) y B. Cruz Roja (vuelta)
San Pablo,Paso de Palio,2014,BM Nuestra Senora de la Victoria de Las Cigarreras (Salida hasta Catedral) y BM Castillo de Lebrija (Catedral hasta Entrada),BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta)
San Pablo,Paso de Palio,2015,BM Nuestra Senora de la Victoria de Las Cigarreras (Salida hasta Catedral) y BM Castillo de Lebrija (Catedral hasta Entrada),BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta)
San Pablo,Paso de Palio,2016,BM Nuestra Senora de la Victoria de Las Cigarreras (Salida hasta Catedral) y BM Castillo de Lebrija (Catedral hasta Entrada),BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta)
San Pablo,Paso de Palio,2017,BM Nuestra Senora de la Victoria de Las Cigarreras (Salida hasta Catedral) y BM Castillo de Lebrija (Catedral hasta Entrada),BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta)
San Pablo,Paso de Palio,2018,BM Nuestra Senora de la Victoria de Las Cigarreras (Salida hasta Catedral) y BM Castillo de Lebrija (Catedral hasta Entrada),BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta)
San Pablo,Paso de Palio,2019,BM Nuestra Senora de la Victoria de Las Cigarreras (Salida hasta Catedral) y BM Castillo de Lebrija (Catedral hasta Entrada),BM Ntra Sra de la Victoria de Las Cigarreras (ida) y BM Virgen del Castillo de Lebrija (vuelta)
El Beso de Judas,Paso de Palio,1982,BM Nuestra Senora de la Oliva de Salteras,BM Nuestra Señora de la Oliva de Salteras
El Beso de Judas,Paso de Palio,1983,BM Nuestra Senora de la Oliva de Salteras,BM Nuestra Señora de la Oliva de Salteras
El Beso de Judas,Paso de Palio,1984,BM Nuestra Senora de la Oliva de Salteras,BM Nuestra Señora de la Oliva de Salteras
El Beso de Judas,Paso de Palio,1994,BM Nuestra Senora del Rocio,BM Nuestra Señora del Rocío
El Beso de Judas,Paso de Palio,1995,BM Nuestra Senora del Rocio,BM Nuestra Señora del Rocío
El Beso de Judas,Paso de Palio,1996,Sociedad Filarmonica de Pilas,Sociedad Filarmónica de Pilas
El Beso de Judas,Paso de Palio,1997,Sociedad Filarmonica de Pilas,Sociedad Filarmónica de Pilas
El Beso de Judas,Paso de Palio,1998,Sociedad Filarmonica de Pilas,Sociedad Filarmónica de Pilas
El Beso de Judas,Paso de Palio,1999,Sociedad Filarmonica de Pilas,Sociedad Filarmónica de Pilas
El Beso de Judas,Paso de Palio,2000,Sociedad Filarmonica de Pilas,Sociedad Filarmónica de Pilas
El Beso de Judas,Paso de Palio,2001,Sociedad Filarmonica de Pilas,Sociedad Filarmónica de Pilas
El Beso de Judas,Paso de Palio,2002,Sociedad Filarmonica de Pilas,Sociedad Filarmónica de Pilas
El Beso de Judas,Paso de Palio,2003,Sociedad Filarmonica de Pilas,Sociedad Filarmónica de Pilas
El Beso de Judas,Paso de Palio,2004,Sociedad Filarmonica de Pilas,Sociedad Filarmónica de Pilas
El Beso de Judas,Paso de Palio,2008,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
El Beso de Judas,Paso de Palio,2009,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
El Beso de Judas,Paso de Palio,2010,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
El Beso de Judas,Paso de Palio,2011,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
El Beso de Judas,Paso de Palio,2012,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
El Beso de Judas,Paso de Palio,2013,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
El Beso de Judas,Paso de Palio,2014,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
El Beso de Judas,Paso de Palio,2015,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
El Beso de Judas,Paso de Palio,2016,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
El Beso de Judas,Paso de Palio,2017,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
El Beso de Judas,Paso de Palio,2018,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
El Beso de Judas,Paso de Palio,2019,BM Santa Maria de las Nieves,BM Santa María de las Nieves de Olivares
Santa Genoveva,Paso de Palio,1981,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1982,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1983,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1984,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1985,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1986,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1987,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1988,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1989,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1990,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1991,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1992,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1993,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1994,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1995,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1996,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1997,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1998,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,1999,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2000,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2001,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2002,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2003,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2004,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2005,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2006,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2007,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2008,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2009,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2010,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2011,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2012,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2013,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2014,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2015,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2016,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2017,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2018,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
Santa Genoveva,Paso de Palio,2019,BM Nuestra Senora del Carmen de Salteras,BM Nuestra Señora del Carmen de Salteras
San Gonzalo,Paso de Palio,1985,BM Nuestra Senora de la Soledad de la Algaba,BM Nuestra Señora de la Soledad de la Algaba
San Gonzalo,Paso de Palio,1986,BM Nuestra Senora de la Soledad de la Algaba,BM Nuestra Señora de la Soledad de la Algaba
San Gonzalo,Paso de Palio,1987,BM Nuestra Senora de la Soledad de la Algaba,BM Nuestra Señora de la Soledad de la Algaba
San Gonzalo,Paso de Palio,1988,BM Nuestra Senora de la Soledad de la Algaba,BM Nuestra Señora de la Soledad de la Algaba
San Gonzalo,Paso de Palio,1989,BM Nuestra Senora de la Oliva de Salteras,BM Nuestra Señora de la Oliva de Salteras
San Gonzalo,Paso de Palio,1990,BM Nuestra Senora de la Oliva de Salteras,BM Nuestra Señora de la Oliva de Salteras
San Gonzalo,Paso de Palio,1991,BM Nuestra Senora de la Oliva de Salteras,BM Nuestra Señora de la Oliva de Salteras
San Gonzalo,Paso de Palio,1992,BM Nuestra Senora de la Oliva de Salteras,BM Nuestra Señora de la Oliva de Salteras
San Gonzalo,Paso de Palio,1993,BM Nuestra Senora de la Oliva de Salteras,BM Nuestra Señora de la Oliva de Salteras
San Gonzalo,Paso de Palio,1994,BM Nuestra Senora de la Oliva de Salteras,BM Nuestra Señora de la Oliva de Salteras
