LOCALIDAD,DIA,DIA_ORDEN,ORDEN_PAGINA,HERMANDAD,ETIQUETA_RAW,TIPO_NORMALIZADO,BANDA_TEXTO,BANDA_URL,ES_CCTT_AM
Jerez de la Frontera,Martes Santo,4,5,La Defensión,Paso de Cristo,cristo,Banda de Cornetas y Tambores Nuestro Padre Jesús en la Presentación al Pueblo de Dos Hermanas,https://musicofrades.com/directorio/627-banda-de-cornetas-y-tambores-nuestro-padre-jesus-en-la-presentacion-al-pueblo-de-dos-hermanas/,True
Jerez de la Frontera,Martes Santo,4,5,La Defensión,Paso de Palio,virgen,Banda de Música Nuestra Señora de la Soledad de Cantillana,https://musicofrades.com/directorio/275-banda-de-musica-nuestra-senora-de-la-soledad-de-cantillana/,False
Jerez de la Frontera,Martes Santo,4,6,El Amor,Paso de Misterio,cristo,Agrupación Musical Nuestra Señora de Valme de Dos Hermanas,https://musicofrades.com/directorio/1040-agrupacion-musical-nuestra-senora-de-valme-de-dos-hermanas/,True
Jerez de la Frontera,Martes Santo,4,6,El Amor,Paso de Cristo,cristo,Banda de Cornetas y Tambores Nuestro Padre Jesús Nazareno de Arahal,https://musicofrades.com/directorio/1810-banda-de-cornetas-y-tambores-nuestro-padre-jesus-nazareno-de-arahal/,True
Jerez de la Frontera,Martes Santo,4,7,Los Judíos de San Mateo,Paso de Misterio,cristo,Agrupación Musical Nuestro Padre Jesús de la Redención de Sevilla,https://musicofrades.com/directorio/353-agrupacion-musical-nuestro-padre-jesus-de-la-redencion-de-sevilla/,True
Jerez de la Frontera,Martes Santo,4,7,Los Judíos de San Mateo,Paso de Palio,virgen,Banda de Música Maestro Dueñas de El Puerto de Santa María,https://musicofrades.com/directorio/48-banda-de-musica-maestro-duenas-de-el-puerto-de-santa-maria/,False
Jerez de la Frontera,Miércoles Santo,5,1,El Soberano Poder,Paso de Misterio,cristo,Agrupación Musical La Sentencia de Jerez de la Frontera,https://musicofrades.com/directorio/794-agrupacion-musical-la-sentencia-de-jerez-de-la-frontera/,True
Jerez de la Frontera,Miércoles Santo,5,2,El Consuelo del Pelirón,Paso de Misterio,cristo,Agrupación Musical Sagrada Resurrección de Sanlúcar de Barrameda,https://musicofrades.com/directorio/1155-agrupacion-musical-sagrada-resurreccion-de-sanlucar-de-barrameda/,True
Jerez de la Frontera,Miércoles Santo,5,2,El Consuelo del Pelirón,Paso de Palio,virgen,Banda de Música Nuestra Madre de la Consolación de Huelva,https://musicofrades.com/directorio/786-banda-de-musica-nuestra-madre-de-la-consolacion-de-huelva/,False
Jerez de la Frontera,Miércoles Santo,5,3,Las Tres Caídas,Paso de Misterio,cristo,Escolanía,,False
Jerez de la Frontera,Miércoles Santo,5,3,Las Tres Caídas,Paso de Cristo,cristo,Banda de Cornetas y Tambores Nuestro Padre Jesús de las Tres Caídas de Arcos de la Frontera,https://musicofrades.com/directorio/626-banda-de-cornetas-y-tambores-nuestro-padre-jesus-de-las-tres-caidas-de-arcos-de-la-frontera/,True
Jerez de la Frontera,Miércoles Santo,5,3,Las Tres Caídas,Paso de Palio,virgen,Banda de Música Municipal de Gerena,https://musicofrades.com/directorio/541-banda-de-musica-municipal-de-gerena/,False
Jerez de la Frontera,Miércoles Santo,5,4,La Amargura,Paso de Misterio,cristo,Banda de Cornetas y Tambores Santísimo Cristo de la Caridad – Santa Marta – de Jerez de la Frontera,https://musicofrades.com/directorio/374-banda-de-cornetas-y-tambores-santisimo-cristo-de-la-caridad-santa-marta-de-jerez-de-la-frontera/,True
Jerez de la Frontera,Miércoles Santo,5,4,La Amargura,Paso de Palio,virgen,Banda de Música Julián Cerdán de Sanlúcar de Barrameda,https://musicofrades.com/directorio/44-banda-de-musica-julian-cerdan-de-sanlucar-de-barrameda/,False
Jerez de la Frontera,Miércoles Santo,5,5,El Prendimiento,Paso de Misterio,cristo,Agrupación Musical Nuestro Padre Jesús de la Salud – Los Gitanos – de Sevilla,https://musicofrades.com/directorio/831-agrupacion-musical-nuestro-padre-jesus-de-la-salud-los-gitanos-de-sevilla/,True
Jerez de la Frontera,Miércoles Santo,5,5,El Prendimiento,Paso de Palio,virgen,Banda de Música Nuestra Señora de Palomares de Trebujena,https://musicofrades.com/directorio/69-banda-de-musica-nuestra-senora-de-palomares-de-trebujena/,False
Jerez de la Frontera,Jueves Santo,6,1,La Vera Cruz,Cruz de Guía,cruz_guia,Capilla Musical,,False
Jerez de la Frontera,Jueves Santo,6,1,La Vera Cruz,Paso de Cristo,cristo,Banda de Cornetas y Tambores Jesús Nazareno de Utrera,https://musicofrades.com/directorio/1408-banda-de-cornetas-y-tambores-jesus-nazareno-de-utrera/,True
Jerez de la Frontera,Jueves Santo,6,1,La Vera Cruz,Paso de Palio,virgen,Banda de Música Nuestro Padre Jesús Nazareno de Rota,https://musicofrades.com/directorio/823-banda-de-musica-nuestro-padre-jesus-nazareno-de-rota/,False
Jerez de la Frontera,Jueves Santo,6,2,La Redención,Paso de Misterio,cristo,Banda de Cornetas y Tambores Santísimo Cristo de la Elevación de Campo de Criptana,https://musicofrades.com/directorio/679-banda-de-cornetas-y-tambores-santisimo-cristo-de-la-elevacion-de-campo-de-criptana/,True
Jerez de la Frontera,Jueves Santo,6,3,La Oración en el Huerto,Paso de Misterio,cristo,Banda de Cornetas y Tambores Coronación de Campillos,https://musicofrades.com/directorio/1048-banda-de-cornetas-y-tambores-coronacion-de-campillos/,True
Jerez de la Frontera,Jueves Santo,6,3,La Oración en el Huerto,Paso de Palio,virgen,Banda de Música Nuestra Señora de la Soledad de La Algaba,https://musicofrades.com/directorio/385-banda-de-musica-nuestra-senora-de-la-soledad-de-la-algaba/,False
