ANIO,DIA,HERMANDAD,PASO,BANDA
2025,Lunes Santo,San Agustín,Música Cruz Guía (alzada),Capilla Jesús Nazareno de las Penas |
2025,Lunes Santo,San Agustín,Música Cristo,Capilla Cristo de San Agustín |
2025,Lunes Santo,San Agustín,Música palio,Capilla Santo Ángel Custodio y Coral Magnum Ensemble
2025,Martes Santo,Lanzada,Música misterio,Banda de Cornetas y Tambores de Nuestro Padres Jesús Despojado de sus Vestiduras (Gr)
2025,Martes Santo,Lanzada,Música palio,Asociación Músico Cultural San Sebastián de Padul (Gr)
2025,Martes Santo,Vía Crucis,Música Señor,Trío de Cañas ‘Äglae’
2025,Martes Santo,Vía Crucis,Música palio,Banda y Unidad de Música Nuestra Señora de Los Ángeles de Granada
2025,Martes Santo,Esperanza,Música Señor,Banda de Cornetas y Tambores de Nuestro Padre Jesús del Gran Poder (Gr)
2025,Martes Santo,Esperanza,Música palio,Banda de Música de Santa María del Viso del Alcor (Se)
2025,Martes Santo,Cañilla,Música misterio,Agrupación Musical Dulce Nombre de Jesús (Gr)
2025,Martes Santo,Cañilla,Música virgen,Asociación Musical San Isidro de Armilla (Gr)
2025,Miércoles Santo,Los Gitanos,Música Cristo,Banda de Cornetas y Tambores Fe y Consuelo de Martos (Ja)
2025,Miércoles Santo,Los Gitanos,Música palio,Banda de Música Los Iris de Instinción de Almería
2025,Miércoles Santo,Estudiantes,Música misterio,Banda de Cornetas y Tambores de Nuestro Padres Jesús Despojado de sus Vestiduras (Gr)
2025,Miércoles Santo,Estudiantes,Música palio,Banda Felipe Moreno de Cúllar Vega (Gr)
2025,Miércoles Santo,Paciencia y Penas,Música Señor,Agrupación Musical María Santísima de la Estrella (Gr)
2025,Miércoles Santo,Paciencia y Penas,Música palio,Asociaicón Musical San Isidro de Armilla (Gr)
2025,Miércoles Santo,Rosario,Música misterio,Banda de Cornetas y Tambores Nuestro Padre Jesús del Gran Poder (Gr)
2025,Miércoles Santo,Rosario,Música palio,Banda de Música de Morón de la Frontera (Se)
2025,Miércoles Santo,NazarenoSeñor en silencio,Música palio,Agrupación Músico Cultural San Sebastián de Padul (Gr)
2025,Jueves Santo,Concha,Música Señor,Agrupación Musical Nuestra Señora de las Angustias de Alcalá la Real (Ja)
2025,Jueves Santo,Concha,Música palio,Agrupación Músico Cultural San Sebastián de Padul (Gr)
2025,Jueves Santo,Salesianos,Música Cristo,Agrupación Musical Santa Cecilia de Aguilar de la Frontera (Có)
2025,Jueves Santo,Salesianos,Música palio,Banda y Unidad de Música Nuestra Señora de Los Ángeles de Granada
2025,Jueves Santo,Aurora,Música misterio,Banda de Cornetas y Tambores de Nuestro Padre Jesús Despojado de sus Vestiduras (Gr)
2025,Jueves Santo,Aurora,Música palio,Asociación Musical San Isidro de Armilla (Gr)
2025,Jueves Santo,Estrella,Música Señor,Agrupación Musical María Santísima de la Estrella (Gr)
2025,Jueves Santo,Estrella,Música palio,Banda de Música Felipe Moreno de Cúllar Vega (Gr)
2025,Jueves Santo,Silencio,Música,un tambor ronco al inicio del cortejo
2025,Viernes Santo,Escolapios,Música Cristo,Banda de Cornetas y Tambores María Santísima de la Victoria (Gr)
2025,Viernes Santo,Escolapios,Música palio,Asociación Musical San Isidro de Armilla (Gr)
2025,Viernes Santo,Ferroviarios,Música misterio,Banda de Cornetas y Tambores de Nuestro Padre Jesús Despojado de sus Vestiduras (Gr)
2025,Viernes Santo,Ferroviarios,Música palio,Banda y Unidad de Música Nuestra Señora de Los Ángeles de Granada
2025,Viernes Santo,Los Favores,Música Cristo,Agrupación Musical Nuestro Padre Jesús de la Pasión de Linares (Ja)
2025,Viernes Santo,Los Favores,Música palio,Banda de Música María Santísima de la Esperanza de Córdoba
2025,Viernes Santo,Santo Sepulcro,Música Señor,Capilla
2025,Viernes Santo,Santo Sepulcro,Musical Granamusic | Música Virgen,Banda Municipal de Granada
2025,Viernes Santo,Soledad de San Jerónimo,Música Señor,Capilla
2025,Viernes Santo,Soledad de San Jerónimo,Musical Granamusic | Música Virgen,Agrupación Músico Cultural San Sebastián de Padul (Gr)
2025,Sábado Santo,Alhambra,Música Cruz Guía,Banda de Cornetas y Tambores de Nuestro Padre Jesús Despojado de sus Vestiduras |
2025,Sábado Santo,Alhambra,Música Virgen,Banda de Música Virgen del Castillo de Lebrija
2025,Domingo de Resurrección,Facundillos,Música,Agrupación Musical del Dulce Nombre de Jesús
2025,Domingo de Resurrección,Resurrección y Triunfo,Música misterio,Agrupación Musical Jesús Despojado de Jaén |
2025,Domingo de Resurrección,Resurrección y Triunfo,Música Virgen,Agrupación Músico Cultural San Sebastián de Padul (Gr)
2025,Domingo de Resurrección,Resucitado y Alegría,Música misterio,Banda de Cornetas y Tambores de Nuestro Padre Jesús de sus Vestiduras (Gr)
